time_step,speed,error_rate,label_state,session_id
0,100.92287472235952,0.174750049471586,0,0
1,83.95954146043528,0.04912314444615857,0,0
2,95.56690817033092,0.010226565585436252,0,0
3,114.63930260388389,0.02343138214878632,0,0
4,106.82008975168489,0.016178333988030542,0,0
5,107.63415491042124,0.05761205922245399,0,0
6,108.79033531403576,0.03973240774130413,0,0
7,107.85877334391427,0.06066608488535931,0,0
8,98.23495276672277,0.00021015408241043454,0,0
9,65.83292685595154,0.03536721544580323,0,0
10,109.12077159175355,0.0030606388671984516,0,0
11,105.06899387515705,0.05977396166210472,0,0
12,99.3857449949243,0.019835088040637296,0,0
13,90.77510245264234,0.052225625220120066,0,0
14,83.70662757705216,0.02246410839474012,0,0
15,111.43775313420136,0.07560143276104545,0,0
16,95.47597369117273,0.05607692630631232,0,0
17,118.68816182700282,0.011137748237562096,0,0
18,122.46572933214658,0.07892298282828475,0,0
19,107.62981356860476,0.001966497659938463,0,0
20,97.55978860483098,0.06320670585855401,0,0
21,95.07215814825884,0.02654333866090964,0,0
22,98.29874468203457,0.06502584158678898,0,0
23,109.54215674598836,0.0378787892784562,0,0
24,98.35198714415209,0.008708995372245528,0,0
25,97.52297464392548,0.02696110807994582,0,0
26,108.42444746897188,0.021638125833730714,0,0
27,105.72144685124645,0.019700571970066385,0,0
28,115.84716568928881,0.03527457653766866,0,0
29,123.03117879179172,0.02392265897439991,0,0
30,114.71631426364945,0.02423582134162481,0,0
31,109.64254356321527,0.012979256250987796,0,0
32,113.95721818153585,0.09631333605251391,0,0
33,50.480456179277965,0.28427626955345275,1,0
34,25.846893474809875,0.43861457578977664,1,0
35,40.19645002081587,0.4829430098102569,1,0
36,38.84173000925061,0.6858136945178337,1,0
37,41.3639073743119,0.37314727466744335,1,0
38,47.20459576061364,0.7180588082575458,1,0
39,39.016436548141456,0.4377910304084346,1,0
40,108.86962595620187,0.015161128621552226,0,0
41,117.27187432012266,0.035139672917282136,0,0
42,24.370659937319346,0.5763808494789698,1,0
43,107.85634040063236,0.0734853709859968,0,0
44,95.88558346404461,0.0066579820352661145,0,0
45,98.72800767070868,0.11754916216721517,0,0
46,103.8960140810594,0.048316729676989335,0,0
47,95.82668060111264,0.01877376294291054,0,0
48,95.48484630164329,0.007303610151835449,0,0
49,103.30334351729756,0.10040414746641917,0,0
50,108.6760482200454,0.08712312596066683,0,0
51,112.35288418307209,0.008211043075582881,0,0
52,49.76601450530263,0.5312452817106548,1,0
53,46.92628349028931,0.46266686908747107,1,0
54,42.68834996981751,0.6712143527122815,1,0
55,36.846317557890316,0.4180478606908455,1,0
56,42.89207901494747,0.3441297559042915,1,0
57,31.92220801948919,0.3652555875997316,1,0
58,98.69548002552062,0.003950588523336615,0,0
59,112.9755328870358,0.019046715058284744,0,0
60,88.6283764694601,0.034648086278007764,0,0
61,40.60178226720435,0.4461412157014833,1,0
62,31.919180040348248,0.33097968442630393,1,0
63,39.29465448031331,0.6132977363666194,1,0
64,34.282544121211764,0.6095296414646225,1,0
65,18.98978234257212,0.33832846677622974,1,0
66,56.26518149877451,0.24434002529771742,1,0
67,49.09476773445114,0.37348952753594633,1,0
68,60.6887562695876,0.25050410002169465,1,0
69,52.73752124246918,0.08560668665506922,1,0
70,30.863779521660668,0.2510945830417479,1,0
71,23.086570912478756,0.8079152871105176,1,0
72,25.74865380925234,0.37694968886668484,1,0
73,26.664788386616316,0.6355668983172879,1,0
74,39.4038755254637,0.6733231511025669,1,0
75,38.382194070160985,0.6642722080086095,1,0
76,57.753307529959834,0.6951785672324536,1,0
77,31.789912559062973,0.47015943068063126,1,0
78,49.244706046428156,0.6266138368830525,1,0
79,18.504438448598922,0.690131198491341,1,0
80,70.80245054196496,0.4969646176603301,1,0
81,44.61652560690348,0.4442385402169774,1,0
82,110.45489843393489,0.02694663102099873,0,0
83,119.2020694729731,0.012291432925544073,0,0
84,99.55858231290338,0.007837857042308499,0,0
85,88.94260619694042,0.030079106374383074,0,0
86,110.83973409550893,0.10347373322282301,0,0
87,78.22314680500847,0.005626089331064603,0,0
88,104.47523031370396,0.0006789819395419401,0,0
89,103.798586208833,0.0812466458627415,0,0
90,36.39167164130995,0.3674538699086832,1,0
91,37.96941312520599,0.5084308608188699,1,0
92,102.60122401862746,0.03504160425515494,0,0
93,95.92834793929839,0.03266042857689631,0,0
94,99.17942447180998,0.025069824208539836,0,0
95,97.7437149745317,0.028974164449878846,0,0
96,90.20841161457123,0.07582748686719687,0,0
97,100.8166615722943,0.12795768281071493,0,0
98,107.17513820253157,0.024396506832324038,0,0
99,86.51205952596484,0.008827494211564228,0,0
0,116.28742862539484,0.08088397783638034,0,1
1,82.29997458675513,0.07623094461065968,0,1
2,94.14388605865479,0.02758659608726226,0,1
3,86.01047609097338,0.017268231584504468,0,1
4,95.13311737512379,0.021281756800640067,0,1
5,92.21316761927694,0.004471551183286245,0,1
6,96.43331545521292,0.05827349114280079,0,1
7,101.58605787264638,0.040479893961635746,0,1
8,115.31026586114241,0.02727059941337586,0,1
9,109.81894593659764,0.08928121715145357,0,1
10,85.52910813183365,0.009222298181846392,0,1
11,92.36705587535918,0.09891580897749899,0,1
12,102.32065104298842,0.0036407743789160954,0,1
13,107.71874782527257,0.01633332451089579,0,1
14,100.09635046274313,0.09078342655637074,0,1
15,73.65814108458834,0.011592164581997123,0,1
16,104.39068552715455,0.01646582733176205,0,1
17,87.21136081458478,0.06962582784901244,0,1
18,99.23484985197754,0.004342218784859682,0,1
19,115.96446197210686,0.09801110856868495,0,1
20,85.66265097689185,0.04657690983576544,0,1
21,101.291980354045,0.1673792289309569,0,1
22,99.69104801817473,0.013854971989292648,0,1
23,99.42808408362716,0.03130244054642741,0,1
24,94.22238645145671,0.03580789125232576,0,1
25,82.04719892175206,0.05267792636572695,0,1
26,105.03590947573275,0.06236147673406789,0,1
27,107.3828169021657,0.02472226736919826,0,1
